transaction_id,customer_id,product_id,product_name,category,unit_price,quantity,total_amount,discount_percent,transaction_date,payment_method,status,shipping_address_state,device,session_id,revenue,shipping_cost
TXN002239,296,105,Stainless Steel Water Bottle,Home & Kitchen,24.99,2,49.98,0,2025-05-10 14:58:30,Debit Card,Completed,MA,Mobile,SES450802,14.99,0.95
TXN002240,434,111,Organic Protein Powder,Health,46.74,1,46.74,15,2024-01-11 14:58:30,PayPal,Pending,TX,Desktop,SES674605,14.02,3.08
TXN002241,41,109,Wireless Mouse,Electronics,26.99,1,26.99,10,2024-12-01 14:58:30,Apple Pay,Completed,TX,Desktop,SES263750,8.1,7.19
TXN002242,548,105,Stainless Steel Water Bottle,Home & Kitchen,24.99,1,24.99,0,2024-11-05 14:58:30,Credit Card,Cancelled,CA,Desktop,SES276644,7.5,2.07
TXN002243,654,108,Coffee Maker 12-Cup,Home & Kitchen,76.49,1,76.49,15,2024-09-17 14:58:30,Credit Card,Pending,CA,Mobile,SES933823,22.95,11.08
TXN002244,935,101,Wireless Bluetooth Headphones,Electronics,79.99,1,79.99,0,2024-02-10 14:58:30,Google Pay,Pending,CA,Mobile,SES826688,24.0,13.75
TXN002245,633,106,Yoga Mat Premium,Sports,35.99,1,35.99,0,2025-07-12 14:58:30,PayPal,Cancelled,FL,Tablet,SES240200,10.8,6.33
TXN002246,978,112,Mechanical Keyboard,Electronics,119.99,1,119.99,0,2025-02-28 14:58:30,Debit Card,Completed,TX,Desktop,SES863179,36.0,0.25
TXN002247,566,115,Noise Cancelling Earbuds,Electronics,199.99,1,199.99,0,2025-02-16 14:58:30,Credit Card,Refunded,GA,Mobile,SES640584,60.0,3.97
TXN002248,1,104,Python Programming Book,Books,45.0,1,45.0,0,2024-07-08 14:58:30,Debit Card,Refunded,IL,Desktop,SES393182,13.5,2.68
TXN002249,64,107,LED Desk Lamp,Electronics,36.54,2,73.08,15,2025-09-16 14:58:30,Debit Card,Completed,GA,Desktop,SES746294,21.92,8.04
TXN002250,1001,105,Stainless Steel Water Bottle,Home & Kitchen,22.49,1,22.49,10,2025-05-02 14:58:30,Apple Pay,Cancelled,MA,Mobile,SES425392,6.75,6.42
TXN002251,977,112,Mechanical Keyboard,Electronics,119.99,1,119.99,0,2024-07-29 14:58:30,Apple Pay,Completed,IL,Tablet,SES221833,36.0,2.49
TXN002252,820,116,Smart Home Speaker,Electronics,99.99,1,99.99,0,2024-07-25 14:58:30,Debit Card,Completed,CA,Mobile,SES650752,30.0,8.38
TXN002253,157,109,Wireless Mouse,Electronics,25.49,3,76.47,15,2025-10-03 14:58:30,Debit Card,Completed,GA,Desktop,SES266215,22.94,10.87
TXN002254,663,107,LED Desk Lamp,Electronics,42.99,2,85.98,0,2024-11-22 14:58:30,Credit Card,Pending,CA,Mobile,SES428527,25.79,3.58
TXN002255,1034,113,Air Purifier HEPA,Home & Kitchen,179.99,3,539.97,10,2025-02-08 14:58:30,Apple Pay,Cancelled,FL,Desktop,SES502320,161.99,13.79
TXN002256,788,116,Smart Home Speaker,Electronics,99.99,3,299.97,0,2024-08-15 14:58:30,Apple Pay,Cancelled,CA,Desktop,SES212612,89.99,11.88
TXN002257,674,104,Python Programming Book,Books,38.25,1,38.25,15,2025-04-29 14:58:30,Debit Card,Completed,TX,Desktop,SES830157,11.48,4.57
TXN002258,220,113,Air Purifier HEPA,Home & Kitchen,149.99,1,149.99,25,2024-10-19 14:58:30,Debit Card,Completed,CO,Desktop,SES980115,45.0,3.61
TXN002259,532,115,Noise Cancelling Earbuds,Electronics,199.99,1,199.99,0,2024-03-13 14:58:30,Credit Card,Refunded,TX,Mobile,SES167335,60.0,10.77
TXN002260,837,109,Wireless Mouse,Electronics,25.49,1,25.49,15,2025-07-10 14:58:30,Apple Pay,Cancelled,MA,Desktop,SES177444,7.65,10.26
TXN002261,1051,117,Portable Charger 20000mAh,Electronics,39.99,1,39.99,0,2025-11-04 14:58:30,Credit Card,Completed,FL,Desktop,SES978433,12.0,12.11
TXN002262,42,118,Hiking Backpack 40L,Sports,79.99,1,79.99,0,2025-11-29 14:58:30,PayPal,Completed,GA,Mobile,SES315713,24.0,3.36
TXN002263,492,112,Mechanical Keyboard,Electronics,95.99,1,95.99,20,2025-07-22 14:58:30,PayPal,Pending,NY,Mobile,SES222803,28.8,14.83
TXN002264,128,102,Organic Green Tea (50 bags),Groceries,12.49,1,12.49,0,2025-01-30 14:58:30,Credit Card,Completed,CA,Mobile,SES191800,3.75,5.83
TXN002265,1021,113,Air Purifier HEPA,Home & Kitchen,199.99,1,199.99,0,2024-07-05 14:58:30,Debit Card,Pending,MI,Mobile,SES910896,60.0,6.08
TXN002266,769,116,Smart Home Speaker,Electronics,99.99,1,99.99,0,2025-05-11 14:58:30,Credit Card,Refunded,MI,Desktop,SES190593,30.0,12.92
TXN002267,51,118,Hiking Backpack 40L,Sports,79.99,1,79.99,0,2025-04-30 14:58:30,PayPal,Refunded,TX,Mobile,SES925433,24.0,4.95
TXN002268,336,118,Hiking Backpack 40L,Sports,79.99,1,79.99,0,2024-10-30 14:58:30,PayPal,Refunded,GA,Mobile,SES594389,24.0,4.48
TXN002269,972,120,Data Science Handbook,Books,59.99,1,59.99,0,2025-05-20 14:58:30,Google Pay,Completed,CA,Desktop,SES558839,18.0,13.52
TXN002270,612,116,Smart Home Speaker,Electronics,99.99,1,99.99,0,2024-07-09 14:58:30,Google Pay,Completed,TX,Desktop,SES615108,30.0,1.67
TXN002271,435,117,Portable Charger 20000mAh,Electronics,31.99,2,63.98,20,2024-07-29 14:58:30,Credit Card,Completed,WA,Desktop,SES807133,19.19,12.45
TXN002272,724,110,Fitness Tracker Watch,Electronics,149.99,1,149.99,0,2025-04-30 14:58:30,PayPal,Refunded,TX,Desktop,SES182507,45.0,1.78
TXN002273,351,116,Smart Home Speaker,Electronics,99.99,2,199.98,0,2024-11-05 14:58:30,Google Pay,Refunded,CO,Mobile,SES608140,59.99,0.06
TXN002274,19,118,Hiking Backpack 40L,Sports,67.99,1,67.99,15,2025-08-02 14:58:30,PayPal,Cancelled,GA,Desktop,SES914075,20.4,8.85
TXN002275,580,118,Hiking Backpack 40L,Sports,71.99,2,143.98,10,2024-04-05 14:58:30,Google Pay,Refunded,TX,Mobile,SES886063,43.19,5.68
TXN002276,959,105,Stainless Steel Water Bottle,Home & Kitchen,22.49,1,22.49,10,2024-09-22 14:58:30,Google Pay,Completed,AZ,Mobile,SES900210,6.75,12.96
TXN002277,99,119,Instant Pot 6-Quart,Home & Kitchen,89.99,1,89.99,0,2024-02-23 14:58:30,Apple Pay,Completed,MI,Desktop,SES615515,27.0,13.92
TXN002278,620,106,Yoga Mat Premium,Sports,35.99,1,35.99,0,2025-07-10 14:58:30,Credit Card,Completed,PA,Desktop,SES674539,10.8,9.04
TXN002279,549,106,Yoga Mat Premium,Sports,35.99,1,35.99,0,2025-09-02 14:58:30,Apple Pay,Completed,FL,Mobile,SES731110,10.8,5.77
TXN002280,394,104,Python Programming Book,Books,45.0,1,45.0,0,2025-09-23 14:58:30,Credit Card,Completed,FL,Mobile,SES930257,13.5,0.88
TXN002281,169,104,Python Programming Book,Books,45.0,1,45.0,0,2023-12-20 14:58:30,Debit Card,Completed,IL,Mobile,SES468648,13.5,8.6
TXN002282,986,111,Organic Protein Powder,Health,54.99,2,109.98,0,2024-02-25 14:58:30,PayPal,Completed,PA,Mobile,SES490128,32.99,7.32
TXN002283,630,111,Organic Protein Powder,Health,54.99,1,54.99,0,2024-07-19 14:58:30,Apple Pay,Cancelled,CA,Mobile,SES861478,16.5,14.49
TXN002284,1004,116,Smart Home Speaker,Electronics,84.99,1,84.99,15,2025-10-19 14:58:30,PayPal,Completed,TX,Mobile,SES925141,25.5,14.23
TXN002285,318,115,Noise Cancelling Earbuds,Electronics,199.99,1,199.99,0,2024-05-21 14:58:30,Debit Card,Cancelled,FL,Desktop,SES516320,60.0,3.14
TXN002286,680,102,Organic Green Tea (50 bags),Groceries,12.49,1,12.49,0,2024-10-30 14:58:30,Google Pay,Completed,TX,Mobile,SES336419,3.75,9.85
TXN002287,353,110,Fitness Tracker Watch,Electronics,119.99,1,119.99,20,2024-12-09 14:58:30,Apple Pay,Completed,NY,Mobile,SES608633,36.0,7.36
TXN002288,622,115,Noise Cancelling Earbuds,Electronics,179.99,1,179.99,10,2024-09-17 14:58:30,Apple Pay,Refunded,WA,Mobile,SES818044,54.0,3.59
TXN002289,584,120,Data Science Handbook,Books,59.99,1,59.99,0,2024-10-02 14:58:30,Credit Card,Completed,FL,Desktop,SES749840,18.0,11.74
TXN002290,435,110,Fitness Tracker Watch,Electronics,149.99,2,299.98,0,2024-12-05 14:58:30,Apple Pay,Completed,TX,Desktop,SES289053,89.99,9.68
TXN002291,396,117,Portable Charger 20000mAh,Electronics,39.99,1,39.99,0,2025-08-20 14:58:30,Debit Card,Completed,CO,Desktop,SES243930,12.0,2.79
TXN002292,694,113,Air Purifier HEPA,Home & Kitchen,169.99,1,169.99,15,2025-01-20 14:58:30,Google Pay,Completed,PA,Tablet,SES355234,51.0,9.8
TXN002293,496,104,Python Programming Book,Books,40.5,1,40.5,10,2024-05-07 14:58:30,Apple Pay,Completed,TX,Desktop,SES139814,12.15,0.8
TXN002294,599,117,Portable Charger 20000mAh,Electronics,39.99,1,39.99,0,2025-03-12 14:58:30,PayPal,Completed,CA,Desktop,SES272618,12.0,7.07
TXN002295,484,111,Organic Protein Powder,Health,54.99,1,54.99,0,2024-10-02 14:58:30,Google Pay,Completed,CO,Desktop,SES412053,16.5,0.65
TXN002296,358,119,Instant Pot 6-Quart,Home & Kitchen,76.49,1,76.49,15,2024-01-30 14:58:30,Apple Pay,Completed,NY,Mobile,SES847944,22.95,4.2
TXN002297,546,107,LED Desk Lamp,Electronics,42.99,1,42.99,0,2025-05-03 14:58:30,Debit Card,Refunded,TX,Desktop,SES904717,12.9,10.72
TXN002298,1027,118,Hiking Backpack 40L,Sports,59.99,1,59.99,25,2024-11-03 14:58:30,Credit Card,Cancelled,CO,Desktop,SES236273,18.0,14.34
TXN002299,901,106,Yoga Mat Premium,Sports,35.99,1,35.99,0,2025-01-06 14:58:30,Credit Card,Completed,FL,Desktop,SES869142,10.8,5.83
TXN002300,957,116,Smart Home Speaker,Electronics,79.99,2,159.98,20,2024-09-29 14:58:30,Apple Pay,Completed,TX,Desktop,SES952047,47.99,3.62
TXN002301,1031,114,Resistance Bands Set,Sports,19.99,1,19.99,0,2025-07-24 14:58:30,PayPal,Refunded,PA,Desktop,SES732535,6.0,1.54
TXN002302,1061,112,Mechanical Keyboard,Electronics,101.99,1,101.99,15,2025-08-24 14:58:30,Credit Card,Completed,GA,Mobile,SES914266,30.6,6.37
TXN002303,209,109,Wireless Mouse,Electronics,26.99,1,26.99,10,2025-05-25 14:58:30,Debit Card,Completed,AZ,Mobile,SES263587,8.1,6.6
TXN002304,406,103,Running Shoes - Nike Air,Sports,116.99,1,116.99,10,2025-03-06 14:58:30,Apple Pay,Cancelled,CO,Mobile,SES556850,35.1,2.83
TXN002305,602,115,Noise Cancelling Earbuds,Electronics,179.99,2,359.98,10,2024-10-15 14:58:30,Debit Card,Refunded,CA,Mobile,SES543853,107.99,1.6
TXN002306,126,115,Noise Cancelling Earbuds,Electronics,179.99,1,179.99,10,2025-04-05 14:58:30,PayPal,Completed,GA,Mobile,SES623831,54.0,3.45
TXN002307,642,104,Python Programming Book,Books,45.0,1,45.0,0,2025-12-06 14:58:30,Google Pay,Pending,FL,Mobile,SES627892,13.5,6.01
TXN002308,544,105,Stainless Steel Water Bottle,Home & Kitchen,22.49,2,44.98,10,2024-05-25 14:58:30,Debit Card,Cancelled,AZ,Tablet,SES577540,13.49,8.56
TXN002309,603,106,Yoga Mat Premium,Sports,28.79,1,28.79,20,2024-02-24 14:58:30,Google Pay,Completed,TX,Desktop,SES951513,8.64,5.29
TXN002310,303,120,Data Science Handbook,Books,47.99,1,47.99,20,2025-03-31 14:58:30,Apple Pay,Completed,PA,Tablet,SES487624,14.4,13.13
TXN002311,416,102,Organic Green Tea (50 bags),Groceries,10.62,1,10.62,15,2024-10-27 14:58:30,PayPal,Completed,FL,Mobile,SES712880,3.19,4.52
TXN002312,246,117,Portable Charger 20000mAh,Electronics,39.99,1,39.99,0,2024-05-16 14:58:30,Debit Card,Completed,CO,Mobile,SES433389,12.0,9.06
TXN002313,898,112,Mechanical Keyboard,Electronics,119.99,1,119.99,0,2025-08-13 14:58:30,Google Pay,Completed,CA,Mobile,SES656074,36.0,14.47
TXN002314,42,107,LED Desk Lamp,Electronics,42.99,2,85.98,0,2024-04-02 14:58:30,PayPal,Completed,CA,Mobile,SES534158,25.79,8.54
TXN002315,275,114,Resistance Bands Set,Sports,19.99,1,19.99,0,2025-02-13 14:58:30,Credit Card,Pending,TX,Desktop,SES973979,6.0,9.99
TXN002316,766,119,Instant Pot 6-Quart,Home & Kitchen,80.99,1,80.99,10,2025-06-02 14:58:30,Credit Card,Refunded,AZ,Mobile,SES540999,24.3,0.8
TXN002317,14,119,Instant Pot 6-Quart,Home & Kitchen,89.99,1,89.99,0,2024-10-02 14:58:30,Credit Card,Refunded,TX,Desktop,SES850007,27.0,7.14
TXN002318,961,102,Organic Green Tea (50 bags),Groceries,12.49,1,12.49,0,2025-05-17 14:58:30,Apple Pay,Refunded,WA,Tablet,SES352998,3.75,14.76
TXN002319,947,108,Coffee Maker 12-Cup,Home & Kitchen,67.49,1,67.49,25,2025-08-22 14:58:30,Google Pay,Completed,FL,Desktop,SES639599,20.25,7.29
TXN002320,727,116,Smart Home Speaker,Electronics,99.99,1,99.99,0,2025-10-31 14:58:30,Apple Pay,Pending,IL,Desktop,SES229850,30.0,0.2
TXN002321,458,106,Yoga Mat Premium,Sports,35.99,1,35.99,0,2025-01-27 14:58:30,PayPal,Completed,IL,Mobile,SES555881,10.8,13.13
TXN002322,563,116,Smart Home Speaker,Electronics,99.99,1,99.99,0,2025-08-28 14:58:30,Apple Pay,Completed,WA,Mobile,SES936478,30.0,6.09
TXN002323,720,117,Portable Charger 20000mAh,Electronics,39.99,1,39.99,0,2024-02-13 14:58:30,PayPal,Completed,TX,Mobile,SES985368,12.0,10.76
TXN002324,492,106,Yoga Mat Premium,Sports,30.59,1,30.59,15,2025-09-21 14:58:30,Credit Card,Completed,CA,Mobile,SES541419,9.18,5.58
TXN002325,168,112,Mechanical Keyboard,Electronics,107.99,1,107.99,10,2025-06-02 14:58:30,Google Pay,Completed,TX,Mobile,SES371345,32.4,9.45
TXN002326,603,112,Mechanical Keyboard,Electronics,101.99,1,101.99,15,2024-03-01 14:58:30,Google Pay,Completed,IL,Mobile,SES280724,30.6,4.52
TXN002327,965,102,Organic Green Tea (50 bags),Groceries,9.99,1,9.99,20,2025-06-12 14:58:30,Google Pay,Completed,CO,Mobile,SES751960,3.0,7.16
TXN002328,609,118,Hiking Backpack 40L,Sports,79.99,1,79.99,0,2024-12-28 14:58:30,PayPal,Completed,MI,Desktop,SES735161,24.0,5.92
TXN002329,771,120,Data Science Handbook,Books,59.99,2,119.98,0,2025-01-02 14:58:30,Credit Card,Refunded,TX,Tablet,SES976684,35.99,4.02
TXN002330,1043,107,LED Desk Lamp,Electronics,42.99,1,42.99,0,2025-03-12 14:58:30,PayPal,Completed,FL,Desktop,SES231818,12.9,2.97
TXN002331,491,107,LED Desk Lamp,Electronics,42.99,1,42.99,0,2024-11-09 14:58:30,Google Pay,Cancelled,FL,Mobile,SES228522,12.9,6.96
TXN002332,50,106,Yoga Mat Premium,Sports,35.99,1,35.99,0,2025-01-07 14:58:30,Credit Card,Cancelled,GA,Desktop,SES388677,10.8,5.65
TXN002333,1034,111,Organic Protein Powder,Health,46.74,2,93.48,15,2025-04-25 14:58:30,Debit Card,Completed,WA,Mobile,SES506188,28.04,4.2
TXN002334,736,102,Organic Green Tea (50 bags),Groceries,12.49,1,12.49,0,2025-07-08 14:58:30,Credit Card,Pending,IL,Desktop,SES782181,3.75,2.45
TXN002335,504,102,Organic Green Tea (50 bags),Groceries,12.49,1,12.49,0,2025-06-20 14:58:30,Debit Card,Completed,FL,Mobile,SES884881,3.75,9.32
TXN002336,438,113,Air Purifier HEPA,Home & Kitchen,179.99,1,179.99,10,2024-10-02 14:58:30,PayPal,Pending,AZ,Mobile,SES247291,54.0,14.41
TXN002337,227,116,Smart Home Speaker,Electronics,99.99,1,99.99,0,2025-07-23 14:58:30,Credit Card,Completed,TX,Mobile,SES304875,30.0,11.33
TXN002338,736,106,Yoga Mat Premium,Sports,28.79,1,28.79,20,2024-07-18 14:58:30,Google Pay,Completed,FL,Tablet,SES608675,8.64,6.45
TXN002339,564,113,Air Purifier HEPA,Home & Kitchen,199.99,2,399.98,0,2025-09-22 14:58:30,Credit Card,Completed,MI,Mobile,SES346137,119.99,0.72
TXN002340,923,114,Resistance Bands Set,Sports,19.99,2,39.98,0,2024-07-30 14:58:30,PayPal,Completed,CA,Desktop,SES408894,11.99,13.09
TXN002341,489,114,Resistance Bands Set,Sports,19.99,1,19.99,0,2024-10-20 14:58:30,Google Pay,Pending,MI,Mobile,SES853806,6.0,1.41
TXN002342,369,111,Organic Protein Powder,Health,49.49,2,98.98,10,2024-02-15 14:58:30,Debit Card,Refunded,MA,Desktop,SES162196,29.69,5.72
TXN002343,119,107,LED Desk Lamp,Electronics,36.54,1,36.54,15,2025-04-14 14:58:30,PayPal,Completed,IL,Desktop,SES850351,10.96,11.51
TXN002344,303,117,Portable Charger 20000mAh,Electronics,33.99,1,33.99,15,2024-11-01 14:58:30,Apple Pay,Completed,TX,Mobile,SES346346,10.2,14.56
TXN002345,999,103,Running Shoes - Nike Air,Sports,129.99,1,129.99,0,2025-01-09 14:58:30,Debit Card,Completed,WA,Tablet,SES786570,39.0,8.88
TXN002346,986,111,Organic Protein Powder,Health,54.99,1,54.99,0,2024-08-16 14:58:30,PayPal,Cancelled,CA,Mobile,SES869694,16.5,0.19
TXN002347,969,113,Air Purifier HEPA,Home & Kitchen,199.99,2,399.98,0,2024-01-20 14:58:30,Credit Card,Refunded,IL,Desktop,SES773199,119.99,6.05
TXN002348,576,110,Fitness Tracker Watch,Electronics,119.99,1,119.99,20,2024-07-12 14:58:30,PayPal,Completed,CA,Mobile,SES298270,36.0,12.81
TXN002349,849,109,Wireless Mouse,Electronics,23.99,2,47.98,20,2025-03-17 14:58:30,Google Pay,Pending,NY,Desktop,SES126248,14.39,3.05
TXN002350,759,103,Running Shoes - Nike Air,Sports,129.99,1,129.99,0,2024-04-10 14:58:30,Google Pay,Refunded,FL,Mobile,SES268351,39.0,9.47
TXN002351,988,120,Data Science Handbook,Books,59.99,1,59.99,0,2024-07-07 14:58:30,Apple Pay,Pending,CA,Desktop,SES595543,18.0,0.85
TXN002352,22,119,Instant Pot 6-Quart,Home & Kitchen,89.99,1,89.99,0,2023-12-27 14:58:30,Credit Card,Completed,TX,Tablet,SES876109,27.0,14.07
TXN002353,890,115,Noise Cancelling Earbuds,Electronics,179.99,1,179.99,10,2024-10-27 14:58:30,Apple Pay,Pending,TX,Desktop,SES591973,54.0,0.99
TXN002354,59,113,Air Purifier HEPA,Home & Kitchen,199.99,1,199.99,0,2024-09-05 14:58:30,Apple Pay,Completed,FL,Mobile,SES820467,60.0,10.49
TXN002355,864,111,Organic Protein Powder,Health,54.99,1,54.99,0,2024-12-20 14:58:30,Apple Pay,Refunded,TX,Mobile,SES814268,16.5,12.54
TXN002356,212,118,Hiking Backpack 40L,Sports,79.99,1,79.99,0,2024-01-14 14:58:30,Apple Pay,Completed,PA,Desktop,SES948315,24.0,8.77
TXN002357,435,119,Instant Pot 6-Quart,Home & Kitchen,89.99,1,89.99,0,2025-02-01 14:58:30,PayPal,Cancelled,IL,Tablet,SES682409,27.0,11.89
TXN002358,976,109,Wireless Mouse,Electronics,29.99,1,29.99,0,2024-01-06 14:58:30,Google Pay,Completed,AZ,Mobile,SES228081,9.0,7.43
TXN002359,139,104,Python Programming Book,Books,40.5,1,40.5,10,2025-07-07 14:58:30,Credit Card,Completed,TX,Mobile,SES112996,12.15,0.09
TXN002360,731,110,Fitness Tracker Watch,Electronics,149.99,1,149.99,0,2025-01-24 14:58:30,Apple Pay,Completed,PA,Mobile,SES333448,45.0,9.63
TXN002361,252,102,Organic Green Tea (50 bags),Groceries,12.49,3,37.47,0,2024-11-04 14:58:30,Google Pay,Pending,WA,Mobile,SES889047,11.24,5.17
TXN002362,809,103,Running Shoes - Nike Air,Sports,129.99,1,129.99,0,2024-01-15 14:58:30,PayPal,Refunded,TX,Mobile,SES241533,39.0,7.99
TXN002363,283,110,Fitness Tracker Watch,Electronics,149.99,1,149.99,0,2025-10-08 14:58:30,Apple Pay,Completed,MI,Tablet,SES527262,45.0,12.26
TXN002364,1063,109,Wireless Mouse,Electronics,29.99,1,29.99,0,2025-08-22 14:58:30,Credit Card,Completed,CO,Desktop,SES256285,9.0,12.8
TXN002365,986,104,Python Programming Book,Books,40.5,1,40.5,10,2024-02-25 14:58:30,Debit Card,Completed,GA,Mobile,SES187390,12.15,12.07
TXN002366,223,106,Yoga Mat Premium,Sports,32.39,2,64.78,10,2024-11-12 14:58:30,Debit Card,Completed,TX,Mobile,SES853698,19.43,11.4
TXN002367,493,105,Stainless Steel Water Bottle,Home & Kitchen,22.49,1,22.49,10,2025-06-07 14:58:30,Debit Card,Cancelled,WA,Mobile,SES634363,6.75,1.76
TXN002368,721,118,Hiking Backpack 40L,Sports,79.99,1,79.99,0,2024-04-23 14:58:30,Credit Card,Cancelled,TX,Mobile,SES724157,24.0,10.25
TXN002369,59,118,Hiking Backpack 40L,Sports,79.99,1,79.99,0,2024-05-06 14:58:30,Google Pay,Completed,TX,Mobile,SES763157,24.0,7.66
TXN002370,103,118,Hiking Backpack 40L,Sports,79.99,1,79.99,0,2025-01-08 14:58:30,Apple Pay,Completed,WA,Desktop,SES998931,24.0,13.54
TXN002371,1067,116,Smart Home Speaker,Electronics,99.99,1,99.99,0,2024-07-18 14:58:30,Credit Card,Completed,CA,Mobile,SES763139,30.0,12.38
TXN002372,945,111,Organic Protein Powder,Health,46.74,2,93.48,15,2024-11-13 14:58:30,Google Pay,Cancelled,CA,Mobile,SES489792,28.04,10.2
TXN002373,993,112,Mechanical Keyboard,Electronics,107.99,1,107.99,10,2025-04-24 14:58:30,Credit Card,Completed,WA,Tablet,SES193937,32.4,13.04
TXN002374,795,113,Air Purifier HEPA,Home & Kitchen,199.99,2,399.98,0,2024-02-29 14:58:30,Google Pay,Completed,TX,Mobile,SES705014,119.99,10.92
TXN002375,185,108,Coffee Maker 12-Cup,Home & Kitchen,89.99,1,89.99,0,2024-09-03 14:58:30,Apple Pay,Cancelled,CO,Desktop,SES729873,27.0,5.36
TXN002376,819,115,Noise Cancelling Earbuds,Electronics,199.99,1,199.99,0,2024-10-07 14:58:30,PayPal,Pending,IL,Mobile,SES744314,60.0,5.02
TXN002377,384,114,Resistance Bands Set,Sports,17.99,1,17.99,10,2025-01-07 14:58:30,Credit Card,Completed,MI,Tablet,SES636661,5.4,3.85
TXN002378,308,110,Fitness Tracker Watch,Electronics,149.99,1,149.99,0,2024-04-17 14:58:30,Debit Card,Completed,FL,Desktop,SES208741,45.0,11.47
TXN002379,30,104,Python Programming Book,Books,40.5,1,40.5,10,2024-07-02 14:58:30,PayPal,Completed,TX,Desktop,SES821347,12.15,12.09
TXN002380,1034,115,Noise Cancelling Earbuds,Electronics,199.99,1,199.99,0,2024-09-15 14:58:30,Credit Card,Completed,MI,Mobile,SES228387,60.0,11.66
TXN002381,656,113,Air Purifier HEPA,Home & Kitchen,169.99,1,169.99,15,2024-12-15 14:58:30,Google Pay,Completed,CA,Desktop,SES306157,51.0,5.16
TXN002382,329,118,Hiking Backpack 40L,Sports,67.99,1,67.99,15,2025-05-04 14:58:30,PayPal,Refunded,FL,Mobile,SES811621,20.4,0.56
TXN002383,631,118,Hiking Backpack 40L,Sports,79.99,1,79.99,0,2025-03-16 14:58:30,Debit Card,Completed,MA,Mobile,SES885961,24.0,14.36
TXN002384,420,116,Smart Home Speaker,Electronics,99.99,2,199.98,0,2024-09-06 14:58:30,Debit Card,Completed,CO,Mobile,SES769978,59.99,11.54
TXN002385,475,118,Hiking Backpack 40L,Sports,71.99,2,143.98,10,2024-12-27 14:58:30,Debit Card,Pending,AZ,Desktop,SES781456,43.19,0.16
TXN002386,1032,112,Mechanical Keyboard,Electronics,107.99,3,323.97,10,2025-08-19 14:58:30,Debit Card,Refunded,IL,Tablet,SES584386,97.19,13.86
TXN002387,173,114,Resistance Bands Set,Sports,15.99,1,15.99,20,2025-01-16 14:58:30,Debit Card,Completed,NY,Desktop,SES293817,4.8,10.94
TXN002388,986,112,Mechanical Keyboard,Electronics,119.99,2,239.98,0,2024-08-24 14:58:30,PayPal,Completed,WA,Desktop,SES241709,71.99,2.94
TXN002389,203,105,Stainless Steel Water Bottle,Home & Kitchen,24.99,1,24.99,0,2024-01-20 14:58:30,Google Pay,Pending,WA,Desktop,SES497036,7.5,9.76
TXN002390,439,112,Mechanical Keyboard,Electronics,95.99,1,95.99,20,2025-04-25 14:58:30,Google Pay,Completed,IL,Mobile,SES844839,28.8,10.0
TXN002391,404,110,Fitness Tracker Watch,Electronics,149.99,1,149.99,0,2024-08-17 14:58:30,Google Pay,Pending,CA,Mobile,SES701765,45.0,10.59
TXN002392,134,107,LED Desk Lamp,Electronics,42.99,1,42.99,0,2024-06-26 14:58:30,Credit Card,Completed,CO,Mobile,SES201314,12.9,10.59
TXN002393,385,106,Yoga Mat Premium,Sports,35.99,1,35.99,0,2025-03-13 14:58:30,PayPal,Completed,NY,Desktop,SES789326,10.8,12.41
TXN002394,66,117,Portable Charger 20000mAh,Electronics,33.99,1,33.99,15,2024-10-30 14:58:30,Google Pay,Cancelled,IL,Mobile,SES395839,10.2,14.68
TXN002395,436,111,Organic Protein Powder,Health,54.99,1,54.99,0,2024-09-06 14:58:30,Google Pay,Pending,MI,Desktop,SES968943,16.5,8.24
TXN002396,711,110,Fitness Tracker Watch,Electronics,134.99,1,134.99,10,2025-09-11 14:58:30,PayPal,Completed,CA,Desktop,SES673783,40.5,14.14
TXN002397,163,102,Organic Green Tea (50 bags),Groceries,9.37,1,9.37,25,2025-01-02 14:58:30,Google Pay,Completed,NY,Mobile,SES144454,2.81,3.4
TXN002398,925,109,Wireless Mouse,Electronics,23.99,1,23.99,20,2025-09-08 14:58:30,Apple Pay,Completed,TX,Mobile,SES555777,7.2,13.75
TXN002399,840,102,Organic Green Tea (50 bags),Groceries,12.49,1,12.49,0,2024-02-23 14:58:30,Debit Card,Refunded,MA,Desktop,SES158066,3.75,2.14
TXN002400,514,112,Mechanical Keyboard,Electronics,119.99,1,119.99,0,2024-08-19 14:58:30,Debit Card,Refunded,AZ,Mobile,SES101614,36.0,5.26
TXN002401,186,107,LED Desk Lamp,Electronics,42.99,1,42.99,0,2024-02-03 14:58:30,Google Pay,Completed,CA,Desktop,SES814184,12.9,0.34
TXN002402,365,112,Mechanical Keyboard,Electronics,95.99,1,95.99,20,2025-11-13 14:58:30,Debit Card,Pending,NY,Tablet,SES514836,28.8,7.19
TXN002403,228,109,Wireless Mouse,Electronics,29.99,1,29.99,0,2025-04-30 14:58:30,Apple Pay,Completed,TX,Desktop,SES621338,9.0,3.38
TXN002404,789,103,Running Shoes - Nike Air,Sports,129.99,1,129.99,0,2025-05-02 14:58:30,Debit Card,Completed,CO,Mobile,SES590372,39.0,0.55
TXN002405,332,120,Data Science Handbook,Books,59.99,1,59.99,0,2024-05-04 14:58:30,Debit Card,Completed,TX,Mobile,SES205065,18.0,12.87
